03 06 98,09 28 32.000285827,32.70030701,-117.2085468,80,348.2,105.96,2.3435,274.16,-0.51,0
03 06 98,09 28 33.000299121,32.70025784,-117.2085298,81,345.9,108.33,2.3446,274.23,-0.51,0
03 06 98,09 28 34.000312411,32.70020368,-117.2085146,80,346.2,108.11,2.3456,274.31,-0.51,0
03 06 98,09 28 35.000325690,32.70015201,-117.2085046,80,347.1,107.29,2.3463,274.39,-0.51,0
03 06 98,09 28 36.000338975,32.70010118,-117.2084976,81,348.6,105.86,2.3469,274.46,-0.51,0
03 06 98,09 28 37.000352262,32.70005118,-117.2084884,80,348.4,106.13,2.3476,274.53,-0.51,0
03 06 98,09 28 38.000365550,32.70000118,-117.2084743,78,346.9,107.7,2.3485,274.6,-0.51,0
03 06 98,09 28 39.000378840,32.69995618,-117.2084515,80,342.2,112.47,2.3499,274.67,-0.51,0
03 06 98,09 28 40.000392128,32.6999084,-117.2084323,82,342.3,112.43,2.3511,274.73,-0.51,0
03 06 98,09 28 41.000405418,32.69985812,-117.2084187,83,343.7,111.11,2.352,274.81,-0.51,0
03 06 98,09 28 42.000418705,32.6998084,-117.2084123,87,346.8,108.08,2.3526,274.88,-0.51,0
03 06 98,09 28 43.000431996,32.69975923,-117.2083987,87,345,109.95,2.3536,274.95,-0.51,0
03 06 98,09 28 44.000445286,32.69971506,-117.2083804,89,342.9,112.11,2.3547,275.01,-0.5,0
03 06 98,09 28 45.000458576,32.69966812,-117.2083676,90,344.6,110.48,2.3556,275.08,-0.5,0
03 06 98,09 28 46.000471861,32.69961868,-117.2083593,91,346.5,108.65,2.3563,275.15,-0.5,0
03 06 98,09 28 47.000485147,32.69957173,-117.2083498,89,346.9,108.31,2.357,275.21,-0.5,0
03 06 98,09 28 48.000498434,32.69952479,-117.2083407,88,347.5,107.78,2.3577,275.28,-0.5,0
03 06 98,09 28 49.000511723,32.69947312,-117.2083357,87,350.3,105.05,2.3583,275.35,-0.5,0
03 06 98,09 28 50.000525006,32.69942034,-117.2083262,84,349.1,106.33,2.3591,275.43,-0.5,0
03 06 98,09 28 51.000538290,32.69937312,-117.2083057,78,344.5,111,2.3604,275.5,-0.5,0
03 06 98,09 28 52.000551580,32.69932118,-117.2082909,79,346.2,109.37,2.3614,275.57,-0.5,0
03 06 98,09 28 53.000564871,32.69926784,-117.2082959,81,353.4,102.25,2.3615,275.65,-0.5,0
03 06 98,09 28 54.000578156,32.69921534,-117.2082882,81,350.1,105.62,2.3622,275.72,-0.5,0
03 06 98,09 28 55.000591445,32.69917118,-117.2082668,79,345.2,110.58,2.3635,275.78,-0.5,0
03 06 98,09 28 56.000604735,32.69912534,-117.2082576,79,348.4,107.45,2.3643,275.85,-0.5,0
03 06 98,09 28 57.000618029,32.69907479,-117.208254,77,350.6,105.32,2.3647,275.92,-0.5,0
03 06 98,09 28 58.000631316,32.69902868,-117.2082443,78,348.9,107.09,2.3655,275.99,-0.5,0
03 06 98,09 28 59.000644611,32.69897618,-117.2082348,79,349.8,106.26,2.3663,276.06,-0.5,0
03 06 98,09 29 00.000657903,32.69892506,-117.2082209,76,347.8,108.33,2.3674,276.13,-0.5,0
03 06 98,09 29 01.000671197,32.69888006,-117.2082098,73,347.9,108.3,2.3682,276.2,-0.5,0
03 06 98,09 29 02.000684488,32.6988284,-117.2081962,73,347.1,109.17,2.3692,276.27,-0.5,0
03 06 98,09 29 03.000697779,32.69878034,-117.2081851,74,347.6,108.74,2.3701,276.34,-0.5,0
03 06 98,09 29 04.000711066,32.69873256,-117.2081798,75,350.2,106.2,2.3707,276.4,-0.5,0
03 06 98,09 29 05.000724358,32.69868562,-117.2081612,76,344.8,111.67,2.3719,276.47,-0.5,0
03 06 98,09 29 06.000737641,32.6986309,-117.2081432,73,345.8,110.74,2.3732,276.54,-0.5,0
