Pedestal Latitude (deg):  ,32.70326358,,,,,,,,,,,,
Pedestal Longitude (deg): ,-117.2549643,,,,,,,,,,,,
Pedestal Height (m):      ,121.1730672,,,,,,,,,,,,
Date(mm dd yy),Time(hh mm ss.fsec,Latitude(deg),Longitude(deg),GPSAlt(m),GPSHdg(deg),Tgt Aspect(deg),Range(NMi),Azimuth(deg),Elevation(deg),Tgt Command Alt(m),,,
03 06 98,10 35 35.000719239,32.69069423,-117.1680051,105,209.5,250.16,4.4509,279.66,-0.29,0,,,
03 06 98,10 35 36.000732523,32.69074256,-117.1679807,107,208.3,251.32,4.4516,279.62,-0.29,0,,,
03 06 98,10 35 37.000745804,32.69078506,-117.167949,105,211.1,248.48,4.4528,279.58,-0.29,0,,,
03 06 98,10 35 38.000759086,32.69082284,-117.1679109,103,214.5,245.05,4.4543,279.55,-0.29,0,,,
03 06 98,10 35 39.000772376,32.69087312,-117.1678918,110,206.4,253.11,4.4547,279.51,-0.29,0,,,
03 06 98,10 35 40.000785658,32.69092673,-117.1678609,105,209.2,250.26,4.4558,279.46,-0.29,0,,,
03 06 98,10 35 41.000798942,32.6909659,-117.1678182,97,215.1,244.33,4.4575,279.43,-0.29,0,,,
03 06 98,10 35 42.000812218,32.69100034,-117.1677829,99,216.2,243.2,4.4589,279.4,-0.29,0,,,
03 06 98,10 35 43.000825504,32.69104729,-117.1677565,106,212,247.36,4.4598,279.36,-0.29,0,,,
03 06 98,10 35 44.000838795,32.69109506,-117.1677357,108,209,250.32,4.4604,279.32,-0.29,0,,,
03 06 98,10 35 45.000852081,32.69114006,-117.1677093,104,209.9,249.39,4.4612,279.29,-0.29,0,,,
03 06 98,10 35 46.000865366,32.69118451,-117.1676804,113,209.7,249.55,4.4622,279.25,-0.29,0,,,
03 06 98,10 35 47.000878657,32.69123229,-117.1676584,128,206.7,252.51,4.4629,279.21,-0.29,0,,,
03 06 98,10 35 48.000891941,32.69127784,-117.1676334,127,207.8,251.37,4.4637,279.17,-0.29,0,,,
03 06 98,10 35 49.000905233,32.69131562,-117.1676082,127,208.8,250.34,4.4646,279.14,-0.29,0,,,
03 06 98,10 35 50.000918523,32.69135618,-117.1675873,132,206.6,252.51,4.4652,279.11,-0.29,0,,,
03 06 98,10 35 51.000931807,32.69140284,-117.1675629,128,206.4,252.67,4.466,279.07,-0.29,0,,,
03 06 98,10 35 52.000945095,32.69144173,-117.1675304,124,211.1,247.94,4.4673,279.04,-0.29,0,,,
03 06 98,10 35 53.000958390,32.69147895,-117.1674976,126,212.5,246.51,4.4686,279.01,-0.29,0,,,
03 06 98,10 35 54.000971675,32.69151979,-117.1674762,126,208.9,250.08,4.4692,278.98,-0.29,0,,,
03 06 98,10 35 55.000984967,32.69156756,-117.1674573,127,205.5,253.44,4.4697,278.94,-0.29,0,,,
03 06 98,10 35 56.000998250,32.69159645,-117.1674418,129,207.2,251.71,4.4703,278.91,-0.29,0,,,
03 06 98,10 35 57.000011529,32.69162618,-117.1674121,131,212.3,246.59,4.4715,278.89,-0.29,0,,,
03 06 98,10 35 58.000024800,32.6916684,-117.1673904,139,207,251.85,4.4722,278.85,-0.29,0,,,
03 06 98,10 35 59.000038087,32.69172701,-117.1673718,144,203.1,255.71,4.4725,278.81,-0.29,0,,,
03 06 98,10 36 00.000051376,32.69177284,-117.1673443,145,206.4,252.37,4.4735,278.77,-0.29,0,,,
03 06 98,10 36 01.000064658,32.69180729,-117.1673073,151,211.9,246.84,4.475,278.74,-0.29,0,,,
03 06 98,10 36 02.000077941,32.69185118,-117.1672859,159,205.8,252.91,4.4757,278.71,-0.29,0,,,
03 06 98,10 36 03.000091217,32.69189229,-117.1672637,152,207.2,251.47,4.4764,278.67,-0.29,0,,,
03 06 98,10 36 04.000104498,32.69192534,-117.1672307,144,212.4,246.24,4.4778,278.64,-0.29,0,,,
03 06 98,10 36 05.000117776,32.69195701,-117.1671915,144,217,241.62,4.4795,278.62,-0.29,0,,,
03 06 98,10 36 06.000131055,32.69199645,-117.1671637,145,212.5,246.08,4.4805,278.58,-0.29,0,,,
03 06 98,10 36 07.000144333,32.69204062,-117.1671426,145,209.4,249.15,4.4812,278.55,-0.29,0,,,
03 06 98,10 36 08.000157613,32.6920784,-117.1671104,140,213.3,245.22,4.4824,278.52,-0.29,0,,,
03 06 98,10 36 09.000170897,32.69211062,-117.1670734,137,216.6,241.89,4.484,278.49,-0.29,0,,,
03 06 98,10 36 10.000184181,32.69214006,-117.1670429,138,218,240.46,4.4853,278.46,-0.29,0,,,
03 06 98,10 36 11.000197461,32.69218506,-117.1670176,144,211.3,247.13,4.4861,278.43,-0.29,0,,,
03 06 98,10 36 12.000210744,32.69222673,-117.1669879,143,213.2,245.19,4.4873,278.39,-0.29,0,,,
03 06 98,10 36 13.000224025,32.69226979,-117.1669584,150,210.9,247.46,4.4883,278.36,-0.29,0,,,
03 06 98,10 36 14.000237306,32.69231451,-117.1669271,156,211.2,247.12,4.4895,278.32,-0.29,0,,,
03 06 98,10 36 15.000250594,32.69235868,-117.1668937,153,211.8,246.48,4.4908,278.28,-0.29,0,,,
03 06 98,10 36 16.000263881,32.69240229,-117.1668648,150,210.3,247.95,4.4919,278.25,-0.29,0,,,
03 06 98,10 36 17.000277164,32.69244368,-117.1668318,146,212.6,245.61,4.4932,278.21,-0.29,0,,,
03 06 98,10 36 18.000290448,32.69248395,-117.1667948,145,214.1,244.08,4.4947,278.18,-0.29,0,,,
03 06 98,10 36 19.000303727,32.69252979,-117.1667659,148,210.9,247.24,4.4957,278.14,-0.29,0,,,
03 06 98,10 36 20.000317006,32.69257895,-117.166739,150,208.8,249.3,4.4967,278.1,-0.29,0,,,
03 06 98,10 36 21.000330292,32.69262451,-117.1667084,148,209.6,248.47,4.4978,278.07,-0.29,0,,,
03 06 98,10 36 22.000343581,32.69266562,-117.1666784,152,210.2,247.83,4.499,278.03,-0.29,0,,,
03 06 98,10 36 23.000356864,32.69270534,-117.1666532,157,208.8,249.2,4.4999,278,-0.29,0,,,
03 06 98,10 36 24.000370141,32.69275145,-117.1666229,154,209.3,248.66,4.501,277.96,-0.29,0,,,
03 06 98,10 36 25.000383427,32.69279562,-117.1665943,156,209.1,248.83,4.5021,277.93,-0.29,0,,,
03 06 98,10 36 26.000396706,32.69283506,-117.1665787,170,205.1,252.8,4.5026,277.9,-0.29,0,,,
03 06 98,10 36 27.000409990,32.69288118,-117.1665593,172,204.2,253.66,4.5032,277.86,-0.29,0,,,
03 06 98,10 36 28.000423276,32.69292618,-117.166529,167,206.7,251.12,4.5043,277.82,-0.29,0,,,
03 06 98,10 36 29.000436557,32.69296479,-117.1664904,164,211.9,245.89,4.5059,277.79,-0.29,0,,,
03 06 98,10 36 30.000449837,32.69300618,-117.1664651,172,207.7,250.06,4.5069,277.76,-0.29,0,,,
03 06 98,10 36 31.000463123,32.69305701,-117.1664379,176,207.7,250.02,4.5078,277.72,-0.29,0,,,
03 06 98,10 36 32.000476403,32.69310423,-117.1664115,177,206.3,251.38,4.5088,277.68,-0.29,0,,,
03 06 98,10 36 33.000489681,32.69314201,-117.1663812,180,209.9,247.75,4.51,277.65,-0.29,0,,,
03 06 98,10 36 34.000502957,32.6931859,-117.1663529,178,207.8,249.81,4.511,277.61,-0.29,0,,,
03 06 98,10 36 35.000516240,32.69323256,-117.1663301,178,205.6,251.98,4.5118,277.58,-0.29,0,,,
03 06 98,10 36 36.000529521,32.69327979,-117.1663046,175,205.8,251.74,4.5127,277.54,-0.29,0,,,
03 06 98,10 36 37.000542802,32.69332645,-117.1662715,174,207.7,249.8,4.514,277.5,-0.29,0,,,
03 06 98,10 36 38.000556077,32.69337506,-117.1662418,179,206.7,250.76,4.5151,277.46,-0.29,0,,,
03 06 98,10 36 39.000569356,32.6934234,-117.1662112,184,207.2,250.22,4.5163,277.42,-0.29,0,,,
03 06 98,10 36 40.000582641,32.6934609,-117.1661623,183,216.2,241.19,4.5184,277.39,-0.29,0,,,
03 06 98,10 36 41.000595922,32.69350034,-117.1661276,185,213,244.36,4.5199,277.36,-0.29,0,,,
03 06 98,10 36 42.000609201,32.69354812,-117.1661021,185,209.7,247.62,4.5208,277.32,-0.29,0,,,
03 06 98,10 36 43.000622482,32.69359506,-117.1660737,182,209.3,247.98,4.5219,277.28,-0.29,0,,,
03 06 98,10 36 44.000635767,32.69363923,-117.1660401,182,210.8,246.45,4.5232,277.25,-0.29,0,,,
03 06 98,10 36 45.000649052,32.69368284,-117.1660048,184,211.6,245.61,4.5246,277.21,-0.29,0,,,
03 06 98,10 36 46.000662341,32.69372951,-117.1659743,185,209.6,247.57,4.5258,277.17,-0.29,0,,,
03 06 98,10 36 47.000675623,32.69377673,-117.1659465,187,208.4,248.73,4.5269,277.13,-0.29,0,,,
03 06 98,10 36 48.000688918,32.69382368,-117.1659157,186,208.7,248.4,4.5281,277.1,-0.29,0,,,
03 06 98,10 36 49.000702201,32.69386729,-117.1658765,184,212,245.06,4.5297,277.06,-0.29,0,,,
03 06 98,10 36 50.000715492,32.6939109,-117.1658409,185,211.8,245.23,4.5312,277.03,-0.29,0,,,
03 06 98,10 36 51.000728779,32.69395812,-117.1658165,188,208.1,248.89,4.5321,276.99,-0.29,0,,,
03 06 98,10 36 52.000742065,32.69400895,-117.165789,187,207.4,249.55,4.5331,276.95,-0.29,0,,,
03 06 98,10 36 53.000755355,32.69405229,-117.1657546,188,210.1,246.81,4.5345,276.91,-0.29,0,,,
03 06 98,10 36 54.000768643,32.6940959,-117.1657212,191,210.2,246.68,4.5358,276.88,-0.29,0,,,
03 06 98,10 36 55.000781939,32.69414145,-117.1656887,189,209.9,246.94,4.5371,276.84,-0.29,0,,,
03 06 98,10 36 56.000795228,32.69417756,-117.1656582,184,212.2,244.61,4.5384,276.81,-0.29,0,,,
03 06 98,10 36 57.000808518,32.69421201,-117.1656248,182,214.2,242.58,4.5399,276.78,-0.29,0,,,
03 06 98,10 36 58.000821806,32.69425284,-117.1655912,181,213.5,243.25,4.5413,276.75,-0.29,0,,,
03 06 98,10 36 59.000835102,32.69429256,-117.1655579,181,213.9,242.82,4.5427,276.72,-0.29,0,,,
03 06 98,10 37 00.000848389,32.69433673,-117.1655254,179,212.7,243.98,4.544,276.68,-0.29,0,,,
03 06 98,10 37 01.000861673,32.69437645,-117.1654912,176,214.4,242.25,4.5454,276.65,-0.29,0,,,
03 06 98,10 37 02.000874963,32.69441784,-117.1654587,179,213.3,243.32,4.5468,276.62,-0.29,0,,,
03 06 98,10 37 03.000888249,32.69446256,-117.1654243,181,213.3,243.28,4.5482,276.58,-0.29,0,,,
03 06 98,10 37 04.000901536,32.6945059,-117.1653923,182,212.5,244.05,4.5495,276.55,-0.29,0,,,
03 06 98,10 37 05.000914823,32.69455284,-117.1653612,180,210.8,245.71,4.5507,276.51,-0.29,0,,,
03 06 98,10 37 06.000928117,32.69459562,-117.1653259,178,212.7,243.77,4.5522,276.47,-0.29,0,,,
03 06 98,10 37 07.000941406,32.69463923,-117.1652984,181,209.7,246.74,4.5533,276.44,-0.29,0,,,
03 06 98,10 37 08.000954698,32.69468673,-117.1652632,181,211.8,244.6,4.5548,276.4,-0.29,0,,,
03 06 98,10 37 09.000967989,32.69473395,-117.1652254,182,211.7,244.66,4.5563,276.36,-0.29,0,,,
03 06 98,10 37 10.000981280,32.69477729,-117.1651915,181,212.5,243.83,4.5578,276.33,-0.29,0,,,
03 06 98,10 37 11.000994568,32.69481895,-117.1651548,179,213.6,242.69,4.5593,276.29,-0.29,0,,,
03 06 98,10 37 12.000007856,32.69486479,-117.1651237,180,211.3,244.96,4.5606,276.26,-0.29,0,,,
03 06 98,10 37 13.000021132,32.69491701,-117.1651004,186,206.7,249.52,4.5614,276.22,-0.29,0,,,
03 06 98,10 37 14.000034419,32.69496312,-117.1650751,189,207.2,248.98,4.5624,276.18,-0.29,0,,,
03 06 98,10 37 15.000047699,32.69500118,-117.1650373,184,212.5,243.65,4.5641,276.15,-0.29,0,,,
03 06 98,10 37 16.000060980,32.69504284,-117.1650021,184,211.9,244.22,4.5656,276.12,-0.29,0,,,
03 06 98,10 37 17.000074271,32.69508923,-117.1649721,184,210.4,245.68,4.5668,276.08,-0.29,0,,,
03 06 98,10 37 18.000087561,32.69513451,-117.1649373,180,212.1,243.94,4.5682,276.04,-0.29,0,,,
03 06 98,10 37 19.000100846,32.69517479,-117.1649048,176,212.4,243.61,4.5696,276.01,-0.29,0,,,
03 06 98,10 37 20.000114127,32.69521729,-117.1648809,176,208.7,247.28,4.5705,275.98,-0.29,0,,,
03 06 98,10 37 21.000127414,32.69526701,-117.1648518,181,208.6,247.34,4.5717,275.94,-0.29,0,,,
03 06 98,10 37 22.000140702,32.69530868,-117.1648165,180,211.8,244.11,4.5732,275.91,-0.29,0,,,
03 06 98,10 37 23.000153987,32.69534868,-117.1647798,177,213.1,242.77,4.5748,275.87,-0.29,0,,,
03 06 98,10 37 24.000167275,32.69539618,-117.1647537,181,208.9,246.94,4.5758,275.84,-0.29,0,,,
03 06 98,10 37 25.000180558,32.69544145,-117.1647223,180,210.7,245.1,4.5771,275.8,-0.29,0,,,
03 06 98,10 37 26.000193838,32.69548368,-117.1646868,176,212.1,243.67,4.5787,275.77,-0.29,0,,,
03 06 98,10 37 27.000207121,32.6955284,-117.1646501,174,212.9,242.83,4.5803,275.73,-0.29,0,,,
03 06 98,10 37 28.000220404,32.69557479,-117.1646165,174,211.8,243.9,4.5817,275.7,-0.29,0,,,
03 06 98,10 37 29.000233683,32.69561562,-117.1645818,166,213.5,242.16,4.5832,275.66,-0.29,0,,,
03 06 98,10 37 30.000246970,32.69565618,-117.1645598,162,209.3,246.33,4.584,275.63,-0.29,0,,,
03 06 98,10 37 31.000260255,32.69570562,-117.1645334,165,207.9,247.69,4.5851,275.59,-0.29,0,,,
03 06 98,10 37 32.000273537,32.6957534,-117.1644996,167,209.4,246.16,4.5865,275.56,-0.29,0,,,
03 06 98,10 37 33.000286818,32.69580145,-117.1644682,167,208.6,246.92,4.5878,275.52,-0.29,0,,,
03 06 98,10 37 34.000300105,32.6958484,-117.1644357,165,209.2,246.28,4.5892,275.48,-0.29,0,,,
03 06 98,10 37 35.000313390,32.69589951,-117.1644004,170,209.3,246.14,4.5907,275.44,-0.29,0,,,
03 06 98,10 37 36.000326674,32.69594506,-117.1643698,176,209.4,246.01,4.5919,275.41,-0.29,0,,,
03 06 98,10 37 37.000339956,32.69599006,-117.1643376,177,209.9,245.47,4.5933,275.37,-0.29,0,,,
03 06 98,10 37 38.000353241,32.69603368,-117.1643071,174,209.7,245.64,4.5946,275.34,-0.29,0,,,
03 06 98,10 37 39.000366520,32.69607312,-117.164279,178,210.3,245,4.5958,275.3,-0.29,0,,,
03 06 98,10 37 40.000379802,32.69611562,-117.1642543,180,208,247.27,4.5968,275.27,-0.29,0,,,
03 06 98,10 37 41.000393084,32.69616201,-117.1642271,179,207.9,247.34,4.5979,275.24,-0.29,0,,,
03 06 98,10 37 42.000406367,32.69620618,-117.1641943,178,209.5,245.7,4.5993,275.2,-0.29,0,,,
03 06 98,10 37 43.000419647,32.69624506,-117.1641579,179,212.9,242.27,4.601,275.17,-0.29,0,,,
03 06 98,10 37 44.000432934,32.69628562,-117.1641276,180,211.3,243.84,4.6023,275.14,-0.29,0,,,
03 06 98,10 37 45.000446214,32.69633284,-117.1640962,180,210.8,244.3,4.6036,275.1,-0.29,0,,,
03 06 98,10 37 46.000459497,32.69637395,-117.1640579,178,214.3,240.77,4.6053,275.07,-0.29,0,,,
03 06 98,10 37 47.000472778,32.69641395,-117.1640232,176,214.1,240.94,4.6069,275.04,-0.29,0,,,
03 06 98,10 37 48.000486060,32.69645229,-117.1639893,171,215.4,239.61,4.6084,275.01,-0.29,0,,,
03 06 98,10 37 49.000499349,32.69649534,-117.1639593,171,212.7,242.27,4.6096,274.97,-0.29,0,,,
03 06 98,10 37 50.000512640,32.69654034,-117.1639279,171,212.7,242.24,4.611,274.94,-0.29,0,,,
03 06 98,10 37 51.000525916,32.69658368,-117.1638901,168,214.3,240.6,4.6127,274.9,-0.29,0,,,
03 06 98,10 37 52.000539195,32.69662618,-117.1638562,169,213.6,241.27,4.6142,274.87,-0.29,0,,,
03 06 98,10 37 53.000552475,32.6966709,-117.1638246,172,212.6,242.24,4.6155,274.84,-0.29,0,,,
03 06 98,10 37 54.000565751,32.69671645,-117.1637898,170,213.3,241.5,4.6171,274.8,-0.29,0,,,
03 06 98,10 37 55.000579028,32.69676229,-117.1637557,164,212.4,242.37,4.6186,274.77,-0.29,0,,,
03 06 98,10 37 56.000592310,32.69680645,-117.1637184,161,214.2,240.53,4.6202,274.73,-0.29,0,,,
03 06 98,10 37 57.000605591,32.69684673,-117.1636809,162,215.7,239,4.6219,274.7,-0.29,0,,,
03 06 98,10 37 58.000618873,32.69688784,-117.1636426,157,216.3,238.37,4.6236,274.67,-0.29,0,,,
03 06 98,10 37 59.000632154,32.69693118,-117.1636062,150,216.2,238.43,4.6253,274.63,-0.29,0,,,
03 06 98,10 38 00.000645431,32.69697368,-117.1635698,151,216.2,238.4,4.6269,274.6,-0.29,0,,,
03 06 98,10 38 01.000658709,32.6970134,-117.163534,141,217.1,237.47,4.6285,274.57,-0.29,0,,,
03 06 98,10 38 02.000671991,32.69705729,-117.1635007,137,215,239.53,4.63,274.53,-0.29,0,,,
03 06 98,10 38 03.000685273,32.69710229,-117.1634684,139,214.3,240.2,4.6314,274.5,-0.29,0,,,
03 06 98,10 38 04.000698557,32.6971459,-117.1634321,139,215.1,239.37,4.633,274.47,-0.29,0,,,
03 06 98,10 38 05.000711842,32.69718673,-117.1633884,133,218.5,235.93,4.635,274.43,-0.29,0,,,
03 06 98,10 38 06.000725117,32.69723229,-117.1633484,128,217.1,237.3,4.6368,274.4,-0.28,0,,,
03 06 98,10 38 07.000738404,32.69727479,-117.1633151,124,216.3,238.07,4.6383,274.37,-0.28,0,,,
03 06 98,10 38 08.000751687,32.69731923,-117.1632859,121,214,240.33,4.6396,274.33,-0.28,0,,,
03 06 98,10 38 09.000764966,32.6973584,-117.1632473,119,217.8,236.5,4.6414,274.3,-0.28,0,,,
03 06 98,10 38 10.000778242,32.69739618,-117.163209,117,218.5,235.77,4.6431,274.27,-0.28,0,,,
03 06 98,10 38 11.000791516,32.69743923,-117.1631784,116,215.4,238.84,4.6445,274.24,-0.28,0,,,
03 06 98,10 38 12.000804788,32.69748645,-117.1631484,116,213.3,240.9,4.6458,274.2,-0.28,0,,,
03 06 98,10 38 13.000818063,32.69753034,-117.1631146,114,214.7,239.47,4.6473,274.17,-0.28,0,,,
03 06 98,10 38 14.000831338,32.69757145,-117.1630779,109,215.9,238.24,4.649,274.14,-0.28,0,,,
03 06 98,10 38 15.000844623,32.6976134,-117.1630459,110,214.8,239.3,4.6504,274.1,-0.28,0,,,
03 06 98,10 38 16.000857898,32.69765979,-117.163019,113,211.7,242.37,4.6516,274.07,-0.28,0,,,
03 06 98,10 38 17.000871176,32.69770534,-117.1629912,111,211.6,242.43,4.6528,274.03,-0.28,0,,,
03 06 98,10 38 18.000884454,32.69774562,-117.1629526,109,215.5,238.5,4.6546,274,-0.28,0,,,
03 06 98,10 38 19.000897735,32.69778701,-117.1629096,104,217.9,236.07,4.6566,273.97,-0.28,0,,,
03 06 98,10 38 20.000911020,32.69782923,-117.1628698,101,218.2,235.74,4.6584,273.94,-0.28,0,,,
03 06 98,10 38 21.000924302,32.69787562,-117.1628393,103,214.7,239.2,4.6597,273.9,-0.28,0,,,
03 06 98,10 38 22.000937580,32.69792201,-117.1628107,103,213.3,240.57,4.661,273.87,-0.28,0,,,
03 06 98,10 38 23.000950858,32.69796534,-117.1627768,99,214.7,239.13,4.6625,273.83,-0.28,0,,,
03 06 98,10 38 24.000964135,32.6980034,-117.1627404,98,217.1,236.7,4.6642,273.8,-0.28,0,,,
03 06 98,10 38 25.000977423,32.69804368,-117.1627062,99,216.8,236.97,4.6658,273.77,-0.28,0,,,
03 06 98,10 38 26.000990706,32.69808895,-117.1626721,97,215.8,237.94,4.6673,273.74,-0.28,0,,,
03 06 98,10 38 27.000003992,32.69813395,-117.1626365,92,216,237.7,4.669,273.7,-0.28,0,,,
03 06 98,10 38 28.000017262,32.69817868,-117.1626093,96,213,240.67,4.6702,273.67,-0.28,0,,,
03 06 98,10 38 29.000030549,32.69822423,-117.1625709,96,216.2,237.44,4.6719,273.64,-0.28,0,,,
03 06 98,10 38 30.000043835,32.69826645,-117.1625321,91,216.9,236.7,4.6737,273.6,-0.28,0,,,
03 06 98,10 38 31.000057128,32.69831034,-117.1624998,89,215.6,237.97,4.6752,273.57,-0.28,0,,,
03 06 98,10 38 32.000070416,32.69835312,-117.162459,89,218.5,235.04,4.6771,273.54,-0.28,0,,,
03 06 98,10 38 33.000083698,32.69839562,-117.1624229,87,217.4,236.1,4.6788,273.5,-0.28,0,,,
03 06 98,10 38 34.000096989,32.69844034,-117.1623887,84,216.7,236.77,4.6803,273.47,-0.28,0,,,
03 06 98,10 38 35.000110265,32.69848256,-117.1623498,80,218.7,234.74,4.6821,273.44,-0.28,0,,,
03 06 98,10 38 36.000123552,32.69851784,-117.1623159,78,219.6,233.81,4.6837,273.41,-0.28,0,,,
03 06 98,10 38 37.000136824,32.69856368,-117.162279,76,218,235.38,4.6854,273.38,-0.28,0,,,
03 06 98,10 38 38.000150103,32.69860451,-117.1622426,76,219.4,233.95,4.6871,273.35,-0.28,0,,,
03 06 98,10 38 39.000163388,32.69864368,-117.1622068,75,219.3,234.02,4.6888,273.32,-0.28,0,,,
03 06 98,10 38 40.000176670,32.69869034,-117.1621765,71,215.5,237.78,4.6902,273.28,-0.28,0,,,
03 06 98,10 38 41.000189957,32.69873256,-117.1621429,66,217.4,235.85,4.6917,273.25,-0.28,0,,,
03 06 98,10 38 42.000203239,32.69877118,-117.1621029,63,220.3,232.92,4.6936,273.22,-0.28,0,,,
03 06 98,10 38 43.000216524,32.69881451,-117.1620621,65,219.4,233.79,4.6955,273.19,-0.28,0,,,
03 06 98,10 38 44.000229804,32.69886006,-117.1620343,67,215.6,237.55,4.6968,273.15,-0.28,0,,,
03 06 98,10 38 45.000243090,32.69889729,-117.1620026,63,218.3,234.82,4.6983,273.12,-0.28,0,,,
03 06 98,10 38 46.000256375,32.69893979,-117.1619648,58,218.1,234.99,4.7,273.09,-0.28,0,,,
03 06 98,10 38 47.000269659,32.6989859,-117.1619307,55,216.6,236.46,4.7016,273.06,-0.28,0,,,
03 06 98,10 38 48.000282949,32.69902701,-117.1618898,56,220,233.03,4.7035,273.03,-0.28,0,,,
03 06 98,10 38 49.000296236,32.69906979,-117.1618562,59,217.3,235.69,4.7051,272.99,-0.28,0,,,
03 06 98,10 38 50.000309520,32.69911368,-117.161829,61,215.2,237.76,4.7063,272.96,-0.28,0,,,
03 06 98,10 38 51.000322803,32.69915284,-117.1617932,55,218.4,234.53,4.708,272.93,-0.28,0,,,
03 06 98,10 38 52.000336089,32.69918784,-117.1617565,54,220.1,232.8,4.7098,272.9,-0.28,0,,,
03 06 98,10 38 53.000349373,32.69923173,-117.1617215,55,218,234.87,4.7114,272.87,-0.28,0,,,
03 06 98,10 38 54.000362662,32.69927062,-117.1616809,55,221.8,231.04,4.7133,272.84,-0.28,0,,,
03 06 98,10 38 55.000375952,32.69929923,-117.1616329,49,227.6,225.22,4.7157,272.82,-0.28,0,,,
03 06 98,10 38 56.000389242,32.69933756,-117.1615909,45,225.2,227.59,4.7177,272.79,-0.28,0,,,
03 06 98,10 38 57.000402532,32.69938368,-117.1615584,44,220.8,231.96,4.7192,272.76,-0.28,0,,,
03 06 98,10 38 58.000415820,32.69942979,-117.1615373,48,215.2,237.52,4.7201,272.72,-0.28,0,,,
03 06 98,10 38 59.000429107,32.69947479,-117.1615054,47,216.7,235.99,4.7216,272.69,-0.28,0,,,
03 06 98,10 39 00.000442390,32.69952062,-117.1614696,45,216.3,236.35,4.7233,272.65,-0.28,0,,,
03 06 98,10 39 01.000455685,32.69956756,-117.1614373,43,215,237.62,4.7248,272.62,-0.28,0,,,
03 06 98,10 39 02.000468971,32.6996134,-117.1614048,42,215.2,237.39,4.7263,272.59,-0.28,0,,,
03 06 98,10 39 03.000482253,32.69965423,-117.161369,40,217.2,235.36,4.728,272.56,-0.28,0,,,
03 06 98,10 39 04.000495542,32.69969395,-117.1613354,37,217.3,235.23,4.7296,272.53,-0.28,0,,,
03 06 98,10 39 05.000508824,32.6997384,-117.1613029,34,216.2,236.29,4.7312,272.49,-0.28,0,,,
03 06 98,10 39 06.000522113,32.69978229,-117.1612723,35,215.3,237.16,4.7326,272.46,-0.28,0,,,
03 06 98,10 39 07.000535394,32.69982895,-117.1612396,37,214.9,237.53,4.7341,272.43,-0.28,0,,,
03 06 98,10 39 08.000548678,32.69987923,-117.1612059,37,213.8,238.59,4.7357,272.39,-0.28,0,,,
03 06 98,10 39 09.000561971,32.69991923,-117.1611723,35,216.1,236.26,4.7373,272.36,-0.28,0,,,
03 06 98,10 39 10.000575257,32.69996645,-117.1611437,36,212.7,239.62,4.7386,272.32,-0.28,0,,,
03 06 98,10 39 11.000588548,32.70000895,-117.1611118,36,215,237.29,4.7401,272.29,-0.28,0,,,
03 06 98,10 39 12.000601839,32.70005423,-117.1610815,39,212.9,239.36,4.7416,272.26,-0.28,0,,,
03 06 98,10 39 13.000615131,32.70010118,-117.1610496,36,214,238.22,4.7431,272.22,-0.28,0,,,
03 06 98,10 39 14.000628425,32.70013923,-117.1610076,30,218.9,233.3,4.7451,272.2,-0.28,0,,,
03 06 98,10 39 15.000641713,32.70018229,-117.1609798,36,214.1,238.06,4.7464,272.16,-0.28,0,,,
03 06 98,10 39 16.000654998,32.70022645,-117.1609518,33,214,238.13,4.7477,272.13,-0.28,0,,,
03 06 98,10 39 17.000668283,32.70026784,-117.1609209,29,214.5,237.6,4.7492,272.1,-0.28,0,,,
03 06 98,10 39 18.000681570,32.70030729,-117.1608887,28,216,236.07,4.7507,272.07,-0.28,0,,,
03 06 98,10 39 19.000694858,32.70035118,-117.1608565,29,214.8,237.24,4.7523,272.04,-0.28,0,,,
03 06 98,10 39 20.000708159,32.70039479,-117.1608212,29,216.3,235.71,4.754,272.01,-0.28,0,,,
03 06 98,10 39 21.000721446,32.70043618,-117.1607876,27,216.6,235.38,4.7556,271.98,-0.28,0,,,
03 06 98,10 39 22.000734740,32.70047756,-117.1607559,25,216.1,235.85,4.7571,271.95,-0.28,0,,,
03 06 98,10 39 23.000748035,32.70052312,-117.1607243,21,214.6,237.31,4.7586,271.91,-0.28,0,,,
03 06 98,10 39 24.000761323,32.70056868,-117.1606882,20,215.9,235.98,4.7604,271.88,-0.28,0,,,
03 06 98,10 39 25.000774619,32.70061006,-117.1606518,19,217,234.85,4.7621,271.85,-0.28,0,,,
03 06 98,10 39 26.000787914,32.7006534,-117.1606251,23,213.8,238.02,4.7634,271.82,-0.28,0,,,
03 06 98,10 39 27.000801211,32.70069979,-117.1605929,22,214.3,237.48,4.7649,271.78,-0.28,0,,,
03 06 98,10 39 28.000814511,32.70074229,-117.1605571,20,216,235.75,4.7667,271.75,-0.28,0,,,
03 06 98,10 39 29.000827801,32.70077812,-117.1605212,16,218.3,233.43,4.7684,271.73,-0.28,0,,,
03 06 98,10 39 30.000841097,32.70082201,-117.1604859,20,216.4,235.29,4.7701,271.69,-0.28,0,,,
03 06 98,10 39 31.000854390,32.70087173,-117.1604518,26,215.2,236.46,4.7718,271.66,-0.28,0,,,
03 06 98,10 39 32.000867684,32.7009209,-117.1604187,28,214.4,237.22,4.7733,271.62,-0.28,0,,,
03 06 98,10 39 33.000880973,32.70096729,-117.1603865,31,213.9,237.69,4.7749,271.59,-0.28,0,,,
